[ 5/2018 ]	1.15224e+010	3.91769e+009	9.40875e+008	5.76124e+009	5.76112e+009
[ 6/2018 ]	1.42251e+010	4.01307e+009	1.31033e+009	7.11259e+009	7.11251e+009
[ 7/2018 ]	1.63667e+010	3.78782e+009	1.64619e+009	8.18341e+009	8.18332e+009
[ 8/2018 ]	1.62316e+010	1.78761e+009	1.92276e+009	8.11587e+009	8.11573e+009
[ 9/2018 ]	1.60056e+010	1.68727e+009	1.91325e+009	8.00293e+009	8.00268e+009
[ 10/2018 ]	1.41138e+010	0	1.89181e+009	7.057e+009	7.05681e+009
[ 11/2018 ]	1.24528e+010	0	1.66098e+009	6.22649e+009	6.22634e+009
[ 12/2018 ]	1.10218e+010	0	1.43099e+009	5.51097e+009	5.51086e+009
[ 1/2019 ]	9.79703e+009	0	1.22481e+009	4.89858e+009	4.89844e+009
[ 2/2019 ]	1.30755e+010	4.2797e+009	1.00122e+009	6.53779e+009	6.53772e+009
[ 3/2019 ]	1.6971e+010	5.23967e+009	1.34422e+009	8.48555e+009	8.48541e+009
[ 4/2019 ]	2.73611e+010	1.21567e+010	1.76655e+009	1.36807e+010	1.36805e+010
[ 5/2019 ]	3.68925e+010	1.25438e+010	3.01246e+009	1.84463e+010	1.84463e+010
[ 6/2019 ]	4.5546e+010	1.28488e+010	4.19533e+009	2.27729e+010	2.27731e+010
[ 7/2019 ]	5.24028e+010	1.21276e+010	5.27086e+009	2.62014e+010	2.62014e+010
[ 8/2019 ]	5.19698e+010	5.72357e+009	6.15656e+009	2.59848e+010	2.5985e+010
[ 9/2019 ]	5.12464e+010	5.40235e+009	6.12577e+009	2.56231e+010	2.56232e+010
[ 10/2019 ]	4.5189e+010	0	6.05739e+009	2.25945e+010	2.25945e+010
[ 11/2019 ]	3.98708e+010	0	5.3182e+009	1.99354e+010	1.99354e+010
[ 12/2019 ]	3.52892e+010	0	4.58155e+009	1.76447e+010	1.76446e+010
[ 1/2020 ]	3.13676e+010	0	3.92163e+009	1.56839e+010	1.56837e+010
[ 2/2020 ]	4.18647e+010	1.37026e+010	3.2055e+009	2.09323e+010	2.09323e+010
[ 3/2020 ]	5.43373e+010	1.67764e+010	4.30385e+009	2.71686e+010	2.71687e+010
[ 4/2020 ]	8.76045e+010	3.89233e+010	5.65609e+009	4.38022e+010	4.38023e+010
[ 5/2020 ]	1.18121e+011	4.01621e+010	9.64527e+009	5.90606e+010	5.90607e+010
[ 6/2020 ]	1.45828e+011	4.11391e+010	1.34324e+010	7.29142e+010	7.29138e+010
[ 7/2020 ]	1.67782e+011	3.88302e+010	1.68763e+010	8.38911e+010	8.38907e+010
[ 8/2020 ]	1.66395e+011	1.83254e+010	1.97119e+010	8.31978e+010	8.31975e+010
[ 9/2020 ]	1.64079e+011	1.72968e+010	1.96134e+010	8.20397e+010	8.2039e+010
[ 10/2020 ]	1.44685e+011	0	1.93939e+010	7.23427e+010	7.23421e+010
[ 11/2020 ]	1.27658e+011	0	1.70271e+010	6.38291e+010	6.38286e+010
[ 12/2020 ]	1.12989e+011	0	1.46691e+010	5.64945e+010	5.64941e+010
[ 1/2021 ]	1.00433e+011	0	1.25559e+010	5.02166e+010	5.02161e+010
[ 2/2021 ]	1.34042e+011	4.38726e+010	1.02632e+010	6.70211e+010	6.7021e+010
[ 3/2021 ]	1.73976e+011	5.37138e+010	1.37801e+010	8.6988e+010	8.69878e+010
[ 4/2021 ]	2.8049e+011	1.24624e+011	1.81093e+010	1.40245e+011	1.40245e+011
[ 5/2021 ]	3.78199e+011	1.28591e+011	3.0882e+010	1.891e+011	1.891e+011
[ 6/2021 ]	4.66911e+011	1.3172e+011	4.30084e+010	2.33455e+011	2.33455e+011
[ 7/2021 ]	5.37204e+011	1.24327e+011	5.40345e+010	2.68602e+011	2.68602e+011
[ 8/2021 ]	5.32765e+011	5.86746e+010	6.31137e+010	2.66382e+011	2.66383e+011
[ 9/2021 ]	5.25348e+011	5.53814e+010	6.27984e+010	2.62674e+011	2.62674e+011
[ 10/2021 ]	4.63251e+011	0	6.20962e+010	2.31626e+011	2.31626e+011
[ 11/2021 ]	4.08734e+011	0	5.45178e+010	2.04367e+011	2.04367e+011
[ 12/2021 ]	3.61766e+011	0	4.69679e+010	1.80883e+011	1.80883e+011
[ 1/2022 ]	3.21564e+011	0	4.02015e+010	1.60782e+011	1.60782e+011
[ 2/2022 ]	4.29173e+011	1.40471e+011	3.28613e+010	2.14587e+011	2.14586e+011
[ 3/2022 ]	5.57033e+011	1.7198e+011	4.41205e+010	2.78517e+011	2.78516e+011
[ 4/2022 ]	8.98072e+011	3.99021e+011	5.79822e+010	4.49036e+011	4.49036e+011
[ 5/2022 ]	1.21092e+012	4.11722e+011	9.8877e+010	6.05458e+011	6.05458e+011
[ 6/2022 ]	1.49495e+012	4.2174e+011	1.37703e+011	7.47477e+011	7.47477e+011
[ 7/2022 ]	1.72002e+012	3.98069e+011	1.73007e+011	8.60007e+011	8.60008e+011
[ 8/2022 ]	1.7058e+012	1.87864e+011	2.02077e+011	8.52901e+011	8.52901e+011
[ 9/2022 ]	1.68205e+012	1.77319e+011	2.01068e+011	8.41027e+011	8.41027e+011
[ 10/2022 ]	1.48324e+012	0	1.98818e+011	7.41618e+011	7.41618e+011
[ 11/2022 ]	1.30868e+012	0	1.74554e+011	6.5434e+011	6.54341e+011
[ 12/2022 ]	1.1583e+012	0	1.50382e+011	5.79149e+011	5.7915e+011
[ 1/2023 ]	1.02958e+012	0	1.28717e+011	5.14791e+011	5.14792e+011
[ 2/2023 ]	1.37413e+012	4.4976e+011	1.05217e+011	6.87062e+011	6.87064e+011
[ 3/2023 ]	1.78351e+012	5.50646e+011	1.41265e+011	8.91753e+011	8.91755e+011
[ 4/2023 ]	2.87544e+012	1.27758e+012	1.85648e+011	1.43772e+012	1.43772e+012
[ 5/2023 ]	3.8771e+012	1.31825e+012	3.16585e+011	1.93855e+012	1.93855e+012
[ 6/2023 ]	4.78653e+012	1.35032e+012	4.40897e+011	2.39326e+012	2.39326e+012
[ 7/2023 ]	5.50713e+012	1.27453e+012	5.53931e+011	2.75357e+012	2.75356e+012
[ 8/2023 ]	5.46162e+012	6.015e+011	6.47006e+011	2.73081e+012	2.73081e+012
[ 9/2023 ]	5.38559e+012	5.6774e+011	6.43776e+011	2.69279e+012	2.69279e+012
[ 10/2023 ]	4.74901e+012	0	6.36576e+011	2.3745e+012	2.37451e+012
[ 11/2023 ]	4.19012e+012	0	5.58887e+011	2.09506e+012	2.09506e+012
[ 12/2023 ]	3.70863e+012	0	4.81492e+011	1.85432e+012	1.85432e+012
[ 1/2024 ]	3.29651e+012	0	4.12124e+011	1.64825e+012	1.64825e+012
[ 2/2024 ]	4.39967e+012	1.44004e+012	3.36878e+011	2.19983e+012	2.19983e+012
[ 3/2024 ]	5.71042e+012	1.76306e+012	4.52301e+011	2.85521e+012	2.85521e+012
[ 4/2024 ]	9.20657e+012	4.09055e+012	5.94404e+011	4.60328e+012	4.60329e+012
[ 5/2024 ]	1.24137e+013	4.22075e+012	1.01364e+012	6.20684e+012	6.20684e+012
[ 6/2024 ]	1.53255e+013	4.32344e+012	1.41166e+012	7.66273e+012	7.66273e+012
[ 7/2024 ]	1.76327e+013	4.08079e+012	1.77357e+012	8.81634e+012	8.81634e+012
[ 8/2024 ]	1.7487e+013	1.92587e+012	2.07158e+012	8.74348e+012	8.74349e+012
[ 9/2024 ]	1.72435e+013	1.81778e+012	2.06124e+012	8.62176e+012	8.62176e+012
[ 10/2024 ]	1.52053e+013	0	2.03818e+012	7.60267e+012	7.60267e+012
[ 11/2024 ]	1.34159e+013	0	1.78944e+012	6.70795e+012	6.70795e+012
[ 12/2024 ]	1.18743e+013	0	1.54164e+012	5.93713e+012	5.93713e+012
[ 1/2025 ]	1.05547e+013	0	1.31954e+012	5.27736e+012	5.27736e+012
[ 2/2025 ]	1.40868e+013	4.61069e+012	1.07861e+012	7.0434e+012	7.0434e+012
[ 3/2025 ]	1.82836e+013	5.64493e+012	1.44817e+012	9.14178e+012	9.14178e+012
[ 4/2025 ]	2.94775e+013	1.30971e+013	1.90316e+012	1.47387e+013	1.47387e+013
[ 5/2025 ]	3.9746e+013	1.35139e+013	3.24546e+012	1.9873e+013	1.9873e+013
[ 6/2025 ]	4.90689e+013	1.38428e+013	4.51985e+012	2.45344e+013	2.45344e+013
[ 7/2025 ]	5.64561e+013	1.30658e+013	5.6786e+012	2.8228e+013	2.82281e+013
[ 8/2025 ]	5.59896e+013	6.16625e+012	6.63276e+012	2.79948e+013	2.79948e+013
[ 9/2025 ]	5.52101e+013	5.82016e+012	6.59965e+012	2.7605e+013	2.76051e+013
[ 10/2025 ]	4.86843e+013	0	6.52583e+012	2.43421e+013	2.43421e+013
[ 11/2025 ]	4.29549e+013	0	5.7294e+012	2.14774e+013	2.14774e+013
[ 12/2025 ]	3.80189e+013	0	4.936e+012	1.90094e+013	1.90094e+013
[ 1/2026 ]	3.3794e+013	0	4.22487e+012	1.6897e+013	1.6897e+013
[ 2/2026 ]	4.5103e+013	1.47625e+013	3.4535e+012	2.25515e+013	2.25515e+013
[ 3/2026 ]	5.85401e+013	1.80739e+013	4.63673e+012	2.92701e+013	2.92701e+013
[ 4/2026 ]	9.43807e+013	4.19341e+013	6.09352e+012	4.71904e+013	4.71904e+013
[ 5/2026 ]	1.27258e+014	4.32688e+013	1.03913e+013	6.36291e+013	6.36291e+013
[ 6/2026 ]	1.57108e+014	4.43216e+013	1.44716e+013	7.85541e+013	7.85541e+013
[ 7/2026 ]	1.80761e+014	4.1834e+013	1.81817e+013	9.03803e+013	9.03803e+013
[ 8/2026 ]	1.79267e+014	1.9743e+013	2.12367e+013	8.96334e+013	8.96334e+013
[ 9/2026 ]	1.76771e+014	1.86349e+013	2.11307e+013	8.83856e+013	8.83856e+013
[ 10/2026 ]	1.55877e+014	0	2.08943e+013	7.79384e+013	7.79384e+013
[ 11/2026 ]	1.37532e+014	0	1.83444e+013	6.87662e+013	6.87662e+013
[ 12/2026 ]	1.21728e+014	0	1.5804e+013	6.08642e+013	6.08642e+013
[ 1/2027 ]	1.08201e+014	0	1.35272e+013	5.41007e+013	5.41007e+013
[ 2/2027 ]	1.4441e+014	4.72663e+013	1.10574e+013	7.22051e+013	7.22051e+013
[ 3/2027 ]	1.87433e+014	5.78687e+013	1.48459e+013	9.37166e+013	9.37166e+013
[ 4/2027 ]	3.02187e+014	1.34264e+014	1.95102e+013	1.51094e+014	1.51094e+014
[ 5/2027 ]	4.07454e+014	1.38538e+014	3.32707e+013	2.03727e+014	2.03727e+014
[ 6/2027 ]	5.03027e+014	1.41908e+014	4.6335e+013	2.51514e+014	2.51514e+014
[ 7/2027 ]	5.78757e+014	1.33944e+014	5.82139e+013	2.89379e+014	2.89379e+014
[ 8/2027 ]	5.73975e+014	6.3213e+013	6.79955e+013	2.86987e+014	2.86987e+014
[ 9/2027 ]	5.65984e+014	5.96651e+013	6.7656e+013	2.82992e+014	2.82992e+014
[ 10/2027 ]	4.99085e+014	0	6.68992e+013	2.49542e+014	2.49542e+014
[ 11/2027 ]	4.4035e+014	0	5.87347e+013	2.20175e+014	2.20175e+014
[ 12/2027 ]	3.89749e+014	0	5.06011e+013	1.94874e+014	1.94874e+014
[ 1/2028 ]	3.46438e+014	0	4.33111e+013	1.73219e+014	1.73219e+014
[ 2/2028 ]	4.62371e+014	1.51337e+014	3.54034e+013	2.31186e+014	2.31186e+014
[ 3/2028 ]	6.00121e+014	1.85283e+014	4.75333e+013	3.00061e+014	3.00061e+014
[ 4/2028 ]	9.67539e+014	4.29886e+014	6.24674e+013	4.8377e+014	4.8377e+014
[ 5/2028 ]	1.30458e+015	4.43568e+014	1.06526e+014	6.52291e+014	6.52291e+014
[ 6/2028 ]	1.61059e+015	4.54361e+014	1.48355e+014	8.05294e+014	8.05294e+014
[ 7/2028 ]	1.85306e+015	4.28859e+014	1.86389e+014	9.26529e+014	9.26529e+014
[ 8/2028 ]	1.83775e+015	2.02395e+014	2.17707e+014	9.18873e+014	9.18873e+014
[ 9/2028 ]	1.81216e+015	1.91035e+014	2.1662e+014	9.0608e+014	9.0608e+014
[ 10/2028 ]	1.59796e+015	0	2.14197e+014	7.98982e+014	7.98982e+014
[ 11/2028 ]	1.40991e+015	0	1.88056e+014	7.04954e+014	7.04954e+014
[ 12/2028 ]	1.24789e+015	0	1.62014e+014	6.23947e+014	6.23947e+014
[ 1/2029 ]	1.10922e+015	0	1.38673e+014	5.5461e+014	5.5461e+014
[ 2/2029 ]	1.48041e+015	4.84549e+014	1.13354e+014	7.40208e+014	7.40207e+014
[ 3/2029 ]	1.92146e+015	5.93239e+014	1.52192e+014	9.60731e+014	9.60731e+014
[ 4/2029 ]	3.09786e+015	1.3764e+015	2.00008e+014	1.54893e+015	1.54893e+015
[ 5/2029 ]	4.177e+015	1.42021e+015	3.41073e+014	2.0885e+015	2.0885e+015
[ 6/2029 ]	5.15676e+015	1.45477e+015	4.75001e+014	2.57838e+015	2.57838e+015
[ 7/2029 ]	5.9331e+015	1.37312e+015	5.96777e+014	2.96655e+015	2.96655e+015
[ 8/2029 ]	5.88408e+015	6.48025e+014	6.97052e+014	2.94204e+015	2.94204e+015
[ 9/2029 ]	5.80216e+015	6.11654e+014	6.93572e+014	2.90108e+015	2.90108e+015
